Time [ns],phase_acc
               48872, 45590
               48880,136770
               48888,227951
               48896,319131
               48904,410312
               48912,501492
               48920, 68385
               48928,159565
               48936,250746
               48944,341926
               48952,433107
               48960,524287
               48968, 91180
               48976,182361
               48984,273541
               48992,364722
               49000,455902
               49008, 22795
               49016,113975
               49024,205156
               49032,296336
               49040,387517
               49048,478697
               49056, 45590
               49064,136770
               49072,227951
               49080,319131
               49088,410312
               49096,501492
               49104, 68385
               49112,159565
               49120,250746
               49128,341926
               49136,433107
               49144,524287
               49152, 91180
               49160,182361
               49168,273541
               49176,364722
               49184,455902
               49192, 22795
               49200,113975
               49208,205156
               49216,296336
               49224,387517
               49232,478697
               49240, 45590
               49248,136770
               49256,227951
               49264,319131
               49272,410312
               49280,501492
               49288, 68385
               49296,159565
               49304,250746
               49312,341926
               49320,433107
               49328,524287
               49336, 91180
               49344,182361
               49352,273541
               49360,364722
               49368,455902
               49376, 22795
               49384,113975
               49392,205156
               49400,296336
               49408,387517
               49416,478697
               49424, 45590
               49432,136770
               49440,227951
               49448,319131
               49456,410312
               49464,501492
               49472, 68385
               49480,159565
               49488,250746
               49496,341926
               49504,433107
               49512,524287
               49520, 91180
               49528,182361
               49536,273541
               49544,364722
               49552,455902
               49560, 22795
               49568,113975
               49576,205156
               49584,296336
               49592,387517
               49600,478697
               49608, 45590
               49616,136770
               49624,227951
               49632,319131
               49640,410312
               49648,501492
               49656, 68385
               49664,159565
               49672,250746
               49680,341926
               49688,433107
               49696,524287
               49704, 91180
               49712,182361
               49720,273541
               49728,364722
               49736,455902
               49744, 22795
               49752,113975
               49760,205156
               49768,296336
               49776,387517
               49784,478697
               49792, 45590
               49800,136770
               49808,227951
               49816,319131
               49824,410312
               49832,501492
               49840, 68385
               49848,159565
               49856,250746
               49864,341926
               49872,433107
               49880,524287
               49888, 91180
               49896,182361
               49904,273541
               49912,364722
               49920,455902
               49928, 22795
               49936,113975
               49944,205156
               49952,296336
               49960,387517
               49968,478697
               49976, 45590
               49984,136770
               49992,227951
               50000,319131
               50008,410312
               50016,501492
               50024, 68385
               50032,159565
               50040,250746
               50048,341926
               50056,433107
               50064,524287
               50072, 91180
               50080,182361
               50088,273541
               50096,364722
               50104,455902
               50112, 22795
               50120,113975
               50128,205156
               50136,296336
               50144,387517
               50152,478697
               50160, 45590
               50168,136770
               50176,227951
               50184,319131
               50192,410312
               50200,501492
               50208, 68385
               50216,159565
               50224,250746
               50232,341926
               50240,433107
               50248,524287
               50256, 91180
               50264,182361
               50272,273541
               50280,364722
               50288,455902
               50296, 22795
               50304,113975
               50312,205156
               50320,296336
               50328,387517
               50336,478697
               50344, 45590
               50352,136770
               50360,227951
               50368,319131
               50376,410312
               50384,501492
               50392, 68385
               50400,159565
               50408,250746
               50416,341926
               50424,433107
               50432,524287
               50440, 91180
               50448,182361
               50456,273541
               50464,364722
               50472,455902
               50480, 22795
               50488,113975
               50496,205156
               50504,296336
               50512,387517
               50520,478697
               50528, 45590
               50536,136770
               50544,227951
               50552,319131
               50560,410312
               50568,501492
               50576, 68385
               50584,159565
               50592,250746
               50600,341926
               50608,433107
               50616,524287
               50624, 91180
               50632,182361
               50640,273541
               50648,364722
               50656,455902
               50664, 22795
               50672,113975
               50680,205156
               50688,296336
               50696,387517
               50704,478697
               50712, 45590
               50720,136770
               50728,227951
               50736,319131
               50744,410312
               50752,501492
               50760, 68385
               50768,159565
               50776,250746
               50784,341926
               50792,433107
               50800,524287
               50808, 91180
               50816,182361
               50824,273541
               50832,364722
               50840,455902
               50848, 22795
               50856,113975
               50864,205156
               50872,296336
               50880,387517
               50888,478697
               50896, 45590
               50904,136770
               50912,227951
               50920,319131
               50928,410312
               50936,501492
               50944, 68385
               50952,159565
               50960,250746
               50968,341926
               50976,433107
               50984,524287
               50992, 91180
               51000,182361
               51008,273541
               51016,364722
               51024,455902
               51032, 22795
               51040,113975
               51048,205156
               51056,296336
               51064,387517
               51072,478697
               51080, 45590
               51088,136770
               51096,227951
               51104,319131
               51112,410312
               51120,501492
               51128, 68385
               51136,159565
               51144,250746
               51152,341926
               51160,433107
               51168,524287
               51176, 91180
               51184,182361
               51192,273541
               51200,364722
               51208,455902
               51216, 22795
               51224,113975
               51232,205156
               51240,296336
               51248,387517
               51256,478697
               51264, 45590
               51272,136770
               51280,227951
               51288,319131
               51296,410312
               51304,501492
               51312, 68385
               51320,159565
               51328,250746
               51336,341926
               51344,433107
               51352,524287
               51360, 91180
               51368,182361
               51376,273541
               51384,364722
               51392,455902
               51400, 22795
               51408,113975
               51416,205156
               51424,296336
               51432,387517
               51440,478697
               51448, 45590
               51456,136770
               51464,227951
               51472,319131
               51480,410312
               51488,501492
               51496, 68385
               51504,159565
               51512,250746
               51520,341926
               51528,433107
               51536,524287
               51544, 91180
               51552,182361
               51560,273541
               51568,364722
               51576,455902
               51584, 22795
               51592,113975
               51600,205156
               51608,296336
               51616,387517
               51624,478697
               51632, 45590
               51640,136770
               51648,227951
               51656,319131
               51664,410312
               51672,501492
               51680, 68385
               51688,159565
               51696,250746
               51704,341926
               51712,433107
               51720,524287
               51728, 91180
               51736,182361
               51744,273541
               51752,364722
               51760,455902
               51768, 22795
               51776,113975
               51784,205156
               51792,296336
               51800,387517
               51808,478697
               51816, 45590
               51824,136770
               51832,227951
               51840,319131
               51848,410312
               51856,501492
               51864, 68385
               51872,159565
               51880,250746
               51888,341926
               51896,433107
               51904,524287
               51912, 91180
               51920,182361
               51928,273541
               51936,364722
               51944,455902
               51952, 22795
               51960,113975
               51968,205156
               51976,296336
               51984,387517
               51992,478697
               52000, 45590
               52008,136770
               52016,227951
               52024,319131
               52032,410312
               52040,501492
               52048, 68385
               52056,159565
               52064,250746
               52072,341926
               52080,433107
               52088,524287
               52096, 91180
               52104,182361
               52112,273541
               52120,364722
               52128,455902
               52136, 22795
               52144,113975
               52152,205156
               52160,296336
               52168,387517
               52176,478697
               52184, 45590
               52192,136770
               52200,227951
               52208,319131
               52216,410312
               52224,501492
               52232, 68385
               52240,159565
               52248,250746
               52256,341926
               52264,433107
               52272,524287
               52280, 91180
               52288,182361
               52296,273541
               52304,364722
               52312,455902
               52320, 22795
               52328,113975
               52336,205156
               52344,296336
               52352,387517
               52360,478697
               52368, 45590
               52376,136770
               52384,227951
               52392,319131
               52400,410312
               52408,501492
               52416, 68385
               52424,159565
               52432,250746
               52440,341926
               52448,433107
               52456,524287
               52464, 91180
               52472,182361
               52480,273541
               52488,364722
               52496,455902
               52504, 22795
               52512,113975
               52520,205156
               52528,296336
               52536,387517
               52544,478697
               52552, 45590
               52560,136770
               52568,227951
               52576,319131
               52584,410312
               52592,501492
               52600, 68385
               52608,159565
               52616,250746
               52624,341926
               52632,433107
               52640,524287
               52648, 91180
               52656,182361
               52664,273541
               52672,364722
               52680,455902
               52688, 22795
               52696,113975
               52704,205156
               52712,296336
               52720,387517
               52728,478697
               52736, 45590
               52744,136770
               52752,227951
               52760,319131
               52768,410312
               52776,501492
               52784, 68385
               52792,159565
               52800,250746
               52808,341926
               52816,433107
               52824,524287
               52832, 91180
               52840,182361
               52848,273541
               52856,364722
               52864,455902
               52872, 22795
               52880,113975
               52888,205156
               52896,296336
               52904,387517
               52912,478697
               52920, 45590
               52928,136770
               52936,227951
               52944,319131
               52952,410312
               52960,501492
               52968, 68385
               52976,159565
               52984,250746
               52992,341926
               53000,433107
               53008,524287
               53016, 91180
               53024,182361
               53032,273541
               53040,364722
               53048,455902
               53056, 22795
               53064,113975
               53072,205156
               53080,296336
               53088,387517
               53096,478697
               53104, 45590
               53112,136770
               53120,227951
               53128,319131
               53136,410312
               53144,501492
               53152, 68385
               53160,159565
               53168,250746
               53176,341926
               53184,433107
               53192,524287
               53200, 91180
               53208,182361
               53216,273541
               53224,364722
               53232,455902
               53240, 22795
               53248,113975
               53256,205156
               53264,296336
               53272,387517
               53280,478697
               53288, 45590
               53296,136770
               53304,227951
               53312,319131
               53320,410312
               53328,501492
               53336, 68385
               53344,159565
               53352,250746
               53360,341926
               53368,433107
               53376,524287
               53384, 91180
               53392,182361
               53400,273541
               53408,364722
               53416,455902
               53424, 22795
               53432,113975
               53440,205156
               53448,296336
               53456,387517
               53464,478697
               53472, 45590
               53480,136770
               53488,227951
               53496,319131
               53504,410312
               53512,501492
               53520, 68385
               53528,159565
               53536,250746
               53544,341926
               53552,433107
               53560,524287
               53568, 91180
               53576,182361
               53584,273541
               53592,364722
               53600,455902
               53608, 22795
               53616,113975
               53624,205156
               53632,296336
               53640,387517
               53648,478697
               53656, 45590
               53664,136770
               53672,227951
               53680,319131
               53688,410312
               53696,501492
               53704, 68385
               53712,159565
               53720,250746
               53728,341926
               53736,433107
               53744,524287
               53752, 91180
               53760,182361
               53768,273541
               53776,364722
               53784,455902
               53792, 22795
               53800,113975
               53808,205156
               53816,296336
               53824,387517
               53832,478697
               53840, 45590
               53848,136770
               53856,227951
               53864,319131
               53872,410312
               53880,501492
               53888, 68385
               53896,159565
               53904,250746
               53912,341926
               53920,433107
               53928,524287
               53936, 91180
               53944,182361
               53952,273541
               53960,364722
               53968,455902
               53976, 22795
               53984,113975
               53992,205156
               54000,296336
               54008,387517
               54016,478697
               54024, 45590
               54032,136770
               54040,227951
               54048,319131
               54056,410312
               54064,501492
               54072, 68385
               54080,159565
               54088,250746
               54096,341926
               54104,433107
               54112,524287
               54120, 91180
               54128,182361
               54136,273541
               54144,364722
               54152,455902
               54160, 22795
               54168,113975
               54176,205156
               54184,296336
               54192,387517
               54200,478697
               54208, 45590
               54216,136770
               54224,227951
               54232,319131
               54240,410312
               54248,501492
               54256, 68385
               54264,159565
               54272,250746
               54280,341926
               54288,433107
               54296,524287
               54304, 91180
               54312,182361
               54320,273541
               54328,364722
               54336,455902
               54344, 22795
               54352,113975
               54360,205156
               54368,296336
               54376,387517
               54384,478697
               54392, 45590
               54400,136770
               54408,227951
               54416,319131
               54424,410312
               54432,501492
               54440, 68385
               54448,159565
               54456,250746
               54464,341926
               54472,433107
               54480,524287
               54488, 91180
               54496,182361
               54504,273541
               54512,364722
               54520,455902
               54528, 22795
               54536,113975
               54544,205156
               54552,296336
               54560,387517
               54568,478697
               54576, 45590
               54584,136770
               54592,227951
               54600,319131
               54608,410312
               54616,501492
               54624, 68385
               54632,159565
               54640,250746
               54648,341926
               54656,433107
               54664,524287
               54672, 91180
               54680,182361
               54688,273541
               54696,364722
               54704,455902
               54712, 22795
               54720,113975
               54728,205156
               54736,296336
               54744,387517
               54752,478697
               54760, 45590
               54768,136770
               54776,227951
               54784,319131
               54792,410312
               54800,501492
               54808, 68385
               54816,159565
               54824,250746
               54832,341926
               54840,433107
               54848,524287
               54856, 91180
               54864,182361
               54872,273541
               54880,364722
               54888,455902
               54896, 22795
               54904,113975
               54912,205156
               54920,296336
               54928,387517
               54936,478697
               54944, 45590
               54952,136770
               54960,227951
               54968,319131
               54976,410312
               54984,501492
               54992, 68385
               55000,159565
               55008,250746
               55016,341926
               55024,433107
               55032,524287
               55040, 91180
               55048,182361
               55056,273541
               55064,364722
               55072,455902
               55080, 22795
               55088,113975
               55096,205156
               55104,296336
               55112,387517
               55120,478697
               55128, 45590
               55136,136770
               55144,227951
               55152,319131
               55160,410312
               55168,501492
               55176, 68385
               55184,159565
               55192,250746
               55200,341926
               55208,433107
               55216,524287
               55224, 91180
               55232,182361
               55240,273541
               55248,364722
               55256,455902
               55264, 22795
               55272,113975
               55280,205156
               55288,296336
               55296,387517
               55304,478697
               55312, 45590
               55320,136770
               55328,227951
               55336,319131
               55344,410312
               55352,501492
               55360, 68385
               55368,159565
               55376,250746
               55384,341926
               55392,433107
               55400,524287
               55408, 91180
               55416,182361
               55424,273541
               55432,364722
               55440,455902
               55448, 22795
               55456,113975
               55464,205156
               55472,296336
               55480,387517
               55488,478697
               55496, 45590
               55504,136770
               55512,227951
               55520,319131
               55528,410312
               55536,501492
               55544, 68385
               55552,159565
               55560,250746
               55568,341926
               55576,433107
               55584,524287
               55592, 91180
               55600,182361
               55608,273541
               55616,364722
               55624,455902
               55632, 22795
               55640,113975
               55648,205156
               55656,296336
               55664,387517
               55672,478697
               55680, 45590
               55688,136770
               55696,227951
               55704,319131
               55712,410312
               55720,501492
               55728, 68385
               55736,159565
               55744,250746
               55752,341926
               55760,433107
               55768,524287
               55776, 91180
               55784,182361
               55792,273541
               55800,364722
               55808,455902
               55816, 22795
               55824,113975
               55832,205156
               55840,296336
               55848,387517
               55856,478697
               55864, 45590
               55872,136770
               55880,227951
               55888,319131
               55896,410312
               55904,501492
               55912, 68385
               55920,159565
               55928,250746
               55936,341926
               55944,433107
               55952,524287
               55960, 91180
               55968,182361
               55976,273541
               55984,364722
               55992,455902
               56000, 22795
               56008,113975
               56016,205156
               56024,296336
               56032,387517
               56040,478697
               56048, 45590
               56056,136770
               56064,227951
               56072,319131
               56080,410312
               56088,501492
               56096, 68385
               56104,159565
               56112,250746
               56120,341926
               56128,433107
               56136,524287
               56144, 91180
               56152,182361
               56160,273541
               56168,364722
               56176,455902
               56184, 22795
               56192,113975
               56200,205156
               56208,296336
               56216,387517
               56224,478697
               56232, 45590
               56240,136770
               56248,227951
               56256,319131
               56264,410312
               56272,501492
               56280, 68385
               56288,159565
               56296,250746
               56304,341926
               56312,433107
               56320,524287
               56328, 91180
               56336,182361
               56344,273541
               56352,364722
               56360,455902
               56368, 22795
               56376,113975
               56384,205156
               56392,296336
               56400,387517
               56408,478697
               56416, 45590
               56424,136770
               56432,227951
               56440,319131
               56448,410312
               56456,501492
               56464, 68385
               56472,159565
               56480,250746
               56488,341926
               56496,433107
               56504,524287
               56512, 91180
               56520,182361
               56528,273541
               56536,364722
               56544,455902
               56552, 22795
               56560,113975
               56568,205156
               56576,296336
               56584,387517
               56592,478697
               56600, 45590
               56608,136770
               56616,227951
               56624,319131
               56632,410312
               56640,501492
               56648, 68385
               56656,159565
               56664,250746
               56672,341926
               56680,433107
               56688,524287
               56696, 91180
               56704,182361
               56712,273541
               56720,364722
               56728,455902
               56736, 22795
               56744,113975
               56752,205156
               56760,296336
               56768,387517
               56776,478697
               56784, 45590
               56792,136770
               56800,227951
               56808,319131
               56816,410312
               56824,501492
               56832, 68385
               56840,159565
               56848,250746
               56856,341926
               56864,433107
               56872,524287
               56880, 91180
               56888,182361
               56896,273541
               56904,364722
               56912,455902
               56920, 22795
               56928,113975
               56936,205156
               56944,296336
               56952,387517
               56960,478697
               56968, 45590
               56976,136770
               56984,227951
               56992,319131
               57000,410312
               57008,501492
               57016, 68385
               57024,159565
               57032,250746
               57040,341926
               57048,433107
               57056,524287
               57064, 91180
               57072,182361
               57080,273541
               57088,364722
               57096,455902
               57104, 22795
               57112,113975
               57120,205156
               57128,296336
               57136,387517
               57144,478697
               57152, 45590
               57160,136770
               57168,227951
               57176,319131
               57184,410312
               57192,501492
               57200, 68385
               57208,159565
               57216,250746
               57224,341926
               57232,433107
               57240,524287
               57248, 91180
               57256,182361
               57264,273541
               57272,364722
               57280,455902
               57288, 22795
               57296,113975
               57304,205156
               57312,296336
               57320,387517
               57328,478697
               57336, 45590
               57344,136770
               57352,227951
               57360,319131
               57368,410312
               57376,501492
               57384, 68385
               57392,159565
               57400,250746
               57408,341926
               57416,433107
               57424,524287
               57432, 91180
               57440,182361
               57448,273541
               57456,364722
               57464,455902
               57472, 22795
               57480,113975
               57488,205156
               57496,296336
               57504,387517
               57512,478697
               57520, 45590
               57528,136770
               57536,227951
               57544,319131
               57552,410312
               57560,501492
               57568, 68385
               57576,159565
               57584,250746
               57592,341926
               57600,433107
               57608,524287
               57616, 91180
               57624,182361
               57632,273541
               57640,364722
               57648,455902
               57656, 22795
               57664,113975
               57672,205156
               57680,296336
               57688,387517
               57696,478697
               57704, 45590
               57712,136770
               57720,227951
               57728,319131
               57736,410312
               57744,501492
               57752, 68385
               57760,159565
               57768,250746
               57776,341926
               57784,433107
               57792,524287
               57800, 91180
               57808,182361
               57816,273541
               57824,364722
               57832,455902
               57840, 22795
               57848,113975
               57856,205156
               57864,296336
               57872,387517
               57880,478697
               57888, 45590
               57896,136770
               57904,227951
               57912,319131
               57920,410312
               57928,501492
               57936, 68385
               57944,159565
               57952,250746
               57960,341926
               57968,433107
               57976,524287
               57984, 91180
               57992,182361
               58000,273541
               58008,364722
               58016,455902
               58024, 22795
               58032,113975
               58040,205156
               58048,296336
               58056,387517
               58064,478697
               58072, 45590
               58080,136770
               58088,227951
               58096,319131
               58104,410312
               58112,501492
               58120, 68385
               58128,159565
               58136,250746
               58144,341926
               58152,433107
               58160,524287
               58168, 91180
               58176,182361
               58184,273541
               58192,364722
               58200,455902
               58208, 22795
               58216,113975
               58224,205156
               58232,296336
               58240,387517
               58248,478697
               58256, 45590
               58264,136770
               58272,227951
               58280,319131
               58288,410312
               58296,501492
               58304, 68385
               58312,159565
               58320,250746
               58328,341926
               58336,433107
               58344,524287
               58352, 91180
               58360,182361
               58368,273541
               58376,364722
               58384,455902
               58392, 22795
               58400,113975
               58408,205156
               58416,296336
               58424,387517
               58432,478697
               58440, 45590
               58448,136770
               58456,227951
               58464,319131
               58472,410312
               58480,501492
               58488, 68385
               58496,159565
               58504,250746
               58512,341926
               58520,433107
               58528,524287
               58536, 91180
               58544,182361
               58552,273541
               58560,364722
               58568,455902
               58576, 22795
               58584,113975
               58592,205156
               58600,296336
               58608,387517
               58616,478697
               58624, 45590
               58632,136770
               58640,227951
               58648,319131
               58656,410312
               58664,501492
               58672, 68385
               58680,159565
               58688,250746
               58696,341926
               58704,433107
               58712,524287
               58720, 91180
               58728,182361
               58736,273541
               58744,364722
               58752,455902
               58760, 22795
               58768,113975
               58776,205156
               58784,296336
               58792,387517
               58800,478697
               58808, 45590
               58816,136770
               58824,227951
               58832,319131
               58840,410312
               58848,501492
               58856, 68385
               58864,159565
               58872,250746
               58880,341926
               58888,433107
               58896,524287
               58904, 91180
               58912,182361
               58920,273541
               58928,364722
               58936,455902
               58944, 22795
               58952,113975
               58960,205156
               58968,296336
               58976,387517
               58984,478697
               58992, 45590
               59000,136770
               59008,227951
               59016,319131
               59024,410312
               59032,501492
               59040, 68385
               59048,159565
               59056,250746
               59064,341926
               59072,433107
               59080,524287
               59088, 91180
               59096,182361
               59104,273541
               59112,364722
               59120,455902
               59128, 22795
               59136,113975
               59144,205156
               59152,296336
               59160,387517
               59168,478697
               59176, 45590
               59184,136770
               59192,227951
               59200,319131
               59208,410312
               59216,501492
               59224, 68385
               59232,159565
               59240,250746
               59248,341926
               59256,433107
               59264,524287
               59272, 91180
               59280,182361
               59288,273541
               59296,364722
               59304,455902
               59312, 22795
               59320,113975
               59328,205156
               59336,296336
               59344,387517
               59352,478697
               59360, 45590
               59368,136770
               59376,227951
               59384,319131
               59392,410312
               59400,501492
               59408, 68385
               59416,159565
               59424,250746
               59432,341926
               59440,433107
               59448,524287
               59456, 91180
               59464,182361
               59472,273541
               59480,364722
               59488,455902
               59496, 22795
               59504,113975
               59512,205156
               59520,296336
               59528,387517
               59536,478697
               59544, 45590
               59552,136770
               59560,227951
               59568,319131
               59576,410312
               59584,501492
               59592, 68385
               59600,159565
               59608,250746
               59616,341926
               59624,433107
               59632,524287
               59640, 91180
               59648,182361
               59656,273541
               59664,364722
               59672,455902
               59680, 22795
               59688,113975
               59696,205156
               59704,296336
               59712,387517
               59720,478697
               59728, 45590
               59736,136770
               59744,227951
               59752,319131
               59760,410312
               59768,501492
               59776, 68385
               59784,159565
               59792,250746
               59800,341926
               59808,433107
               59816,524287
               59824, 91180
               59832,182361
               59840,273541
               59848,364722
               59856,455902
               59864, 22795
               59872,113975
               59880,205156
               59888,296336
               59896,387517
               59904,478697
               59912, 45590
               59920,136770
               59928,227951
               59936,319131
               59944,410312
               59952,501492
               59960, 68385
               59968,159565
               59976,250746
               59984,341926
               59992,433107
               60000,524287
               60008, 91180
               60016,182361
               60024,273541
               60032,364722
               60040,455902
               60048, 22795
               60056,113975
               60064,205156
               60072,296336
               60080,387517
               60088,478697
               60096, 45590
               60104,136770
               60112,227951
               60120,319131
               60128,410312
               60136,501492
               60144, 68385
               60152,159565
               60160,250746
               60168,341926
               60176,433107
               60184,524287
               60192, 91180
               60200,182361
               60208,273541
               60216,364722
               60224,455902
               60232, 22795
               60240,113975
               60248,205156
               60256,296336
               60264,387517
               60272,478697
               60280, 45590
               60288,136770
               60296,227951
               60304,319131
               60312,410312
               60320,501492
               60328, 68385
               60336,159565
               60344,250746
               60352,341926
               60360,433107
               60368,524287
               60376, 91180
               60384,182361
               60392,273541
               60400,364722
               60408,455902
               60416, 22795
               60424,113975
               60432,205156
               60440,296336
               60448,387517
               60456,478697
               60464, 45590
               60472,136770
               60480,227951
               60488,319131
               60496,410312
               60504,501492
               60512, 68385
               60520,159565
               60528,250746
               60536,341926
               60544,433107
               60552,524287
               60560, 91180
               60568,182361
               60576,273541
               60584,364722
               60592,455902
               60600, 22795
               60608,113975
               60616,205156
               60624,296336
               60632,387517
               60640,478697
               60648, 45590
               60656,136770
               60664,227951
               60672,319131
               60680,410312
               60688,501492
               60696, 68385
               60704,159565
               60712,250746
               60720,341926
               60728,433107
               60736,524287
               60744, 91180
               60752,182361
               60760,273541
               60768,364722
               60776,455902
               60784, 22795
               60792,113975
               60800,205156
               60808,296336
               60816,387517
               60824,478697
               60832, 45590
               60840,136770
               60848,227951
               60856,319131
               60864,410312
               60872,501492
               60880, 68385
               60888,159565
               60896,250746
               60904,341926
               60912,433107
               60920,524287
               60928, 91180
               60936,182361
               60944,273541
               60952,364722
               60960,455902
               60968, 22795
               60976,113975
               60984,205156
               60992,296336
               61000,387517
               61008,478697
               61016, 45590
               61024,136770
               61032,227951
               61040,319131
               61048,410312
               61056,501492
               61064, 68385
               61072,159565
               61080,250746
               61088,341926
               61096,433107
               61104,524287
               61112, 91180
               61120,182361
               61128,273541
               61136,364722
               61144,455902
               61152, 22795
               61160,113975
               61168,205156
               61176,296336
               61184,387517
               61192,478697
               61200, 45590
               61208,136770
               61216,227951
               61224,319131
               61232,410312
               61240,501492
               61248, 68385
               61256,159565
               61264,250746
               61272,341926
               61280,433107
               61288,524287
               61296, 91180
               61304,182361
               61312,273541
               61320,364722
               61328,455902
               61336, 22795
               61344,113975
               61352,205156
               61360,296336
               61368,387517
               61376,478697
               61384, 45590
               61392,136770
               61400,227951
               61408,319131
               61416,410312
               61424,501492
               61432, 68385
               61440,159565
               61448,250746
               61456,341926
               61464,433107
               61472,524287
               61480, 91180
               61488,182361
               61496,273541
               61504,364722
               61512,455902
               61520, 22795
               61528,113975
               61536,205156
               61544,296336
               61552,387517
               61560,478697
               61568, 45590
               61576,136770
               61584,227951
               61592,319131
               61600,410312
               61608,501492
               61616, 68385
               61624,159565
               61632,250746
               61640,341926
               61648,433107
               61656,524287
               61664, 91180
               61672,182361
               61680,273541
               61688,364722
               61696,455902
               61704, 22795
               61712,113975
               61720,205156
               61728,296336
