  T [ns],  phasein,      xin,      yin,     xout,     yout, phaseout
    9890,    25069,    54272,      442,    85154,    27144,        0
    9910,    25122,    54272,      443,    85137,    27199,        0
    9930,    25175,    54272,      444,    85119,    27255,        0
    9950,    25228,    54272,      445,    85101,    27311,        0
    9970,    25281,    54272,      446,    85083,    27366,        0
    9990,    25334,    54272,      447,    85065,    27422,        0
   10010,    25387,    54272,      448,    85048,    27477,        0
   10030,    25440,    54272,      449,    85029,    27533,        0
   10050,    25493,    54272,      450,    85012,    27589,        0
   10070,    25546,    54272,      451,    84994,    27644,        0
   10090,    25599,    54272,      452,    84975,    27700,        0
   10110,    25652,    54272,      453,    84957,    27755,        0
   10130,    25705,    54272,      454,    84939,    27811,        0
   10150,    25758,    54272,      455,    84921,    27866,        0
   10170,    25811,    54272,      456,    84903,    27921,        0
   10190,    25864,    54272,      457,    84884,    27977,        0
   10210,    25917,    54272,      458,    84866,    28033,        0
   10230,    25970,    54272,      459,    84848,    28088,        0
   10250,    26023,    54272,      460,    84830,    28144,        0
   10270,    26076,    54272,      461,    84811,    28199,        0
   10290,    26129,    54272,      462,    84793,    28255,        0
   10310,    26182,    54272,      463,    84774,    28310,        0
   10330,    26235,    54272,      464,    84756,    28365,        0
   10350,    26288,    54272,      465,    84737,    28421,        0
   10370,    26341,    54272,      466,    84719,    28476,        0
   10390,    26394,    54272,      467,    84700,    28531,        0
   10410,    26447,    54272,      468,    84681,    28587,        0
   10430,    26500,    54272,      469,    84663,    28642,        0
   10450,    26553,    54272,      470,    84644,    28697,        0
   10470,    26606,    54272,      471,    84625,    28753,        0
   10490,    26659,    54272,      472,    84606,    28809,        0
   10510,    26712,    54272,      473,    84588,    28864,        0
   10530,    26765,    54272,      474,    84569,    28919,        0
   10550,    26818,    54272,      475,    84550,    28974,        0
   10570,    26871,    54272,      476,    84530,    29030,        0
   10590,    26924,    54272,      477,    84512,    29085,        0
   10610,    26977,    54272,      478,    84493,    29140,        0
   10630,    27030,    54272,      479,    84474,    29195,        0
   10650,    27083,    54272,      480,    84454,    29250,        0
   10670,    27136,    54272,      481,    84435,    29306,        0
   10690,    27189,    54272,      482,    84416,    29361,        0
   10710,    27242,    54272,      483,    84397,    29416,        0
   10730,    27295,    54272,      484,    84378,    29472,        0
   10750,    27348,    54272,      485,    84358,    29527,        0
